x;value
0.890;-0.116534
0.891;-0.115411
0.892;-0.114289
0.893;-0.113169
0.894;-0.112050
0.895;-0.110932
0.896;-0.109815
0.897;-0.108699
0.898;-0.107585
0.899;-0.106472
0.900;-0.105361
0.901;-0.104250
0.902;-0.103141
0.903;-0.102033
0.904;-0.100926
0.905;-0.099820
0.906;-0.098716
0.907;-0.097613
0.908;-0.096511
0.909;-0.095410
0.910;-0.094311
0.911;-0.093212
0.912;-0.092115
0.913;-0.091019
0.914;-0.089925
0.915;-0.088831
0.916;-0.087739
0.917;-0.086648
0.918;-0.085558
0.919;-0.084469
0.920;-0.083382
0.921;-0.082295
0.922;-0.081210
0.923;-0.080126
0.924;-0.079043
0.925;-0.077962
0.926;-0.076881
0.927;-0.075802
0.928;-0.074724
0.929;-0.073647
0.930;-0.072571
0.931;-0.071496
0.932;-0.070422
0.933;-0.069350
0.934;-0.068279
0.935;-0.067209
0.936;-0.066140
0.937;-0.065072
0.938;-0.064005
0.939;-0.062940
0.940;-0.061875
0.941;-0.060812
0.942;-0.059750
0.943;-0.058689
0.944;-0.057629
0.945;-0.056570
0.946;-0.055513
0.947;-0.054456
0.948;-0.053401
0.949;-0.052346
0.950;-0.051293
0.951;-0.050241
0.952;-0.049190
0.953;-0.048140
0.954;-0.047092
0.955;-0.046044
0.956;-0.044997
0.957;-0.043952
0.958;-0.042908
0.959;-0.041864
0.960;-0.040822
0.961;-0.039781
0.962;-0.038741
0.963;-0.037702
0.964;-0.036664
0.965;-0.035627
0.966;-0.034591
0.967;-0.033557
0.968;-0.032523
0.969;-0.031491
0.970;-0.030459
0.971;-0.029429
0.972;-0.028399
0.973;-0.027371
0.974;-0.026344
0.975;-0.025318
0.976;-0.024293
0.977;-0.023269
0.978;-0.022246
0.979;-0.021224
0.980;-0.020203
0.981;-0.019183
0.982;-0.018164
0.983;-0.017146
0.984;-0.016129
0.985;-0.015114
0.986;-0.014099
0.987;-0.013085
0.988;-0.012073
0.989;-0.011061
0.990;-0.010050
0.991;-0.009041
0.992;-0.008032
0.993;-0.007025
0.994;-0.006018
0.995;-0.005013
0.996;-0.004008
0.997;-0.003005
0.998;-0.002002
0.999;-0.001001
1.000;0.000000
1.001;0.001000
1.002;0.001998
1.003;0.002996
1.004;0.003992
1.005;0.004988
1.006;0.005982
1.007;0.006976
1.008;0.007968
1.009;0.008960
1.010;0.009950
1.011;0.010940
1.012;0.011929
1.013;0.012916
1.014;0.013903
1.015;0.014889
1.016;0.015873
1.017;0.016857
1.018;0.017840
1.019;0.018822
1.020;0.019803
1.021;0.020783
1.022;0.021761
1.023;0.022739
1.024;0.023717
1.025;0.024693
1.026;0.025668
1.027;0.026642
1.028;0.027615
1.029;0.028587
1.030;0.029559
1.031;0.030529
1.032;0.031499
1.033;0.032467
1.034;0.033435
1.035;0.034401
1.036;0.035367
