x;value
-9.681;3.945898
-9.680;3.961019
-9.679;3.976261
-9.678;3.991625
-9.677;4.007112
-9.676;4.022723
-9.675;4.038461
-9.674;4.054326
-9.673;4.070321
-9.672;4.086446
-9.671;4.102704
-9.670;4.119096
-9.669;4.135623
-9.668;4.152288
-9.667;4.169092
-9.666;4.186036
-9.665;4.203123
-9.664;4.220355
-9.663;4.237732
-9.662;4.255258
-9.661;4.272933
-9.660;4.290760
-9.659;4.308741
-9.658;4.326878
-9.657;4.345172
-9.656;4.363626
-9.655;4.382242
-9.654;4.401021
-9.653;4.419967
-9.652;4.439081
-9.651;4.458366
-9.650;4.477823
-9.649;4.497455
-9.648;4.517265
-9.647;4.537255
-9.646;4.557427
-9.645;4.577784
-9.644;4.598328
-9.643;4.619062
-9.642;4.639988
-9.641;4.661110
-9.640;4.682429
-9.639;4.703949
-9.638;4.725673
-9.637;4.747603
-9.636;4.769742
-9.635;4.792094
-9.634;4.814660
-9.633;4.837445
-9.632;4.860452
-9.631;4.883684
-9.630;4.907143
-9.629;4.930834
-9.628;4.954760
-9.627;4.978924
-9.626;5.003331
-9.625;5.027982
-9.624;5.052883
-9.623;5.078037
-9.622;5.103447
-9.621;5.129118
-9.620;5.155055
-9.619;5.181259
-9.618;5.207737
-9.617;5.234493
-9.616;5.261529
-9.615;5.288852
-9.614;5.316466
-9.613;5.344374
-9.612;5.372583
-9.611;5.401097
-9.610;5.429920
-9.609;5.459058
-9.608;5.488516
-9.607;5.518299
-9.606;5.548412
-9.605;5.578862
-9.604;5.609653
-9.603;5.640792
-9.602;5.672284
-9.601;5.704136
-9.600;5.736353
-9.599;5.768942
-9.598;5.801909
-9.597;5.835261
-9.596;5.869004
-9.595;5.903146
-9.594;5.937694
-9.593;5.972654
-9.592;6.008034
-9.591;6.043842
-9.590;6.080086
-9.589;6.116773
-9.588;6.153912
-9.587;6.191510
-9.586;6.229578
-9.585;6.268122
-9.584;6.307153
-9.583;6.346679
-9.582;6.386711
-9.581;6.427256
-9.580;6.468327
-9.579;6.509932
-9.578;6.552083
-9.577;6.594790
-9.576;6.638063
-9.575;6.681916
-9.574;6.726358
-9.573;6.771402
-9.572;6.817060
-9.571;6.863345
-9.570;6.910270
-9.569;6.957848
-9.568;7.006093
-9.567;7.055018
-9.566;7.104639
-9.565;7.154970
-9.564;7.206027
-9.563;7.257824
-9.562;7.310379
-9.561;7.363708
-9.560;7.417829
-9.559;7.472758
-9.558;7.528515
-9.557;7.585117
-9.556;7.642585
-9.555;7.700938
-9.554;7.760196
-9.553;7.820382
-9.552;7.881516
-9.551;7.943622
-9.550;8.006723
-9.549;8.070842
-9.548;8.136004
-9.547;8.202236
-9.546;8.269563
-9.545;8.338013
-9.544;8.407613
-9.543;8.478395
-9.542;8.550387
-9.541;8.623620
-9.540;8.698128
-9.539;8.773943
-9.538;8.851100
-9.537;8.929636
-9.536;9.009587
-9.535;9.090991
-9.534;9.173889
-9.533;9.258323
-9.532;9.344334
-9.531;9.431968
-9.530;9.521271
-9.529;9.612291
-9.528;9.705078
-9.527;9.799683
-9.526;9.896161
-9.525;9.994567
-9.524;10.094961
-9.523;10.197402
-9.522;10.301954
-9.521;10.408682
-9.520;10.517656
-9.519;10.628947
-9.518;10.742628
-9.517;10.858779
-9.516;10.977480
-9.515;11.098816
-9.514;11.222876
-9.513;11.349751
-9.512;11.479540
-9.511;11.612344
-9.510;11.748268
-9.509;11.887423
-9.508;12.029927
-9.507;12.175902
-9.506;12.325475
-9.505;12.478781
-9.504;12.635961
-9.503;12.797165
-9.502;12.962548
-9.501;13.132275
-9.500;13.306519
-9.499;13.485463
-9.498;13.669299
-9.497;13.858230
-9.496;14.052472
-9.495;14.252251
-9.494;14.457807
-9.493;14.669393
-9.492;14.887280
-9.491;15.111752
-9.490;15.343113
-9.489;15.581684
-9.488;15.827807
-9.487;16.081847
-9.486;16.344191
-9.485;16.615253
-9.484;16.895476
-9.483;17.185329
-9.482;17.485320
-9.481;17.795988
-9.480;18.117914
-9.479;18.451720
-9.478;18.798076
-9.477;19.157704
-9.476;19.531380
-9.475;19.919943
-9.474;20.324302
-9.473;20.745438
-9.472;21.184417
-9.471;21.642399
-9.470;22.120642
-9.469;22.620522
-9.468;23.143541
-9.467;23.691342
-9.466;24.265729
-9.465;24.868686
-9.464;25.502396
-9.463;26.169275
-9.462;26.871995
-9.461;27.613526
-9.460;28.397171
-9.459;29.226624
-9.458;30.106021
-9.457;31.040012
-9.456;32.033843
-9.455;33.093453
-9.454;34.225595
-9.453;35.437981
-9.452;36.739453
-9.451;38.140202
-9.450;39.652038
-9.449;41.288720
-9.448;43.066375
-9.447;45.004035
-9.446;47.124319
-9.445;49.454319
-9.444;52.026766
-9.443;54.881577
-9.442;58.067935
-9.441;61.647158
-9.440;65.696669
-9.439;70.315673
-9.438;75.633384
-9.437;81.821304
-9.436;89.112068
-9.435;97.829340
-9.434;108.437174
-9.433;121.625383
-9.432;138.465839
-9.431;160.719492
-9.430;191.496146
-9.429;236.851848
-9.428;310.360872
-9.427;450.032949
-9.426;818.289637
-9.425;4503.254582
-9.424;-1285.375121
-9.423;-562.435386
-9.422;-359.973892
-9.421;-264.692155
-9.420;-209.294152
-9.419;-173.071756
-9.418;-147.537662
-9.417;-128.569346
-9.416;-113.922863
-9.415;-102.272222
-9.414;-92.783545
-9.413;-84.906154
-9.412;-78.261751
-9.411;-72.581869
-9.410;-67.670704
-9.409;-63.382094
-9.408;-59.604723
-9.407;-56.252320
-9.406;-53.256992
-9.405;-50.564576
-9.404;-48.131336
-9.403;-45.921570
-9.402;-43.905845
-9.401;-42.059680
-9.400;-40.362545
-9.399;-38.797096
-9.398;-37.348580
-9.397;-36.004368
-9.396;-34.753588
-9.395;-33.586826
-9.394;-32.495892
-9.393;-31.473629
-9.392;-30.513751
-9.391;-29.610717
-9.390;-28.759624
-9.389;-27.956117
-9.388;-27.196314
-9.387;-26.476745
-9.386;-25.794296
-9.385;-25.146169
-9.384;-24.529838
-9.383;-23.943020
-9.382;-23.383645
-9.381;-22.849833
-9.380;-22.339871
-9.379;-21.852196
-9.378;-21.385379
-9.377;-20.938110
-9.376;-20.509187
-9.375;-20.097504
-9.374;-19.702042
-9.373;-19.321863
-9.372;-18.956096
-9.371;-18.603938
-9.370;-18.264645
-9.369;-17.937523
-9.368;-17.621929
-9.367;-17.317266
-9.366;-17.022975
-9.365;-16.738536
-9.364;-16.463462
-9.363;-16.197299
-9.362;-15.939621
-9.361;-15.690028
-9.360;-15.448147
-9.359;-15.213625
-9.358;-14.986133
-9.357;-14.765358
-9.356;-14.551007
-9.355;-14.342806
-9.354;-14.140492
-9.353;-13.943820
-9.352;-13.752558
-9.351;-13.566485
-9.350;-13.385393
-9.349;-13.209085
-9.348;-13.037374
-9.347;-12.870082
-9.346;-12.707043
-9.345;-12.548094
-9.344;-12.393085
-9.343;-12.241872
-9.342;-12.094316
-9.341;-11.950286
-9.340;-11.809658
-9.339;-11.672313
-9.338;-11.538137
-9.337;-11.407022
-9.336;-11.278865
-9.335;-11.153567
-9.334;-11.031032
-9.333;-10.911172
-9.332;-10.793899
-9.331;-10.679131
-9.330;-10.566788
-9.329;-10.456794
-9.328;-10.349077
-9.327;-10.243567
-9.326;-10.140196
-9.325;-10.038901
-9.324;-9.939620
-9.323;-9.842292
-9.322;-9.746862
-9.321;-9.653274
-9.320;-9.561476
-9.319;-9.471417
-9.318;-9.383047
-9.317;-9.296321
-9.316;-9.211192
-9.315;-9.127618
-9.314;-9.045555
-9.313;-8.964963
-9.312;-8.885804
-9.311;-8.808039
-9.310;-8.731632
-9.309;-8.656548
-9.308;-8.582753
-9.307;-8.510214
-9.306;-8.438898
-9.305;-8.368777
-9.304;-8.299820
-9.303;-8.231997
-9.302;-8.165283
-9.301;-8.099649
-9.300;-8.035069
-9.299;-7.971520
-9.298;-7.908975
-9.297;-7.847412
-9.296;-7.786808
-9.295;-7.727140
-9.294;-7.668388
-9.293;-7.610529
-9.292;-7.553545
-9.291;-7.497415
-9.290;-7.442121
-9.289;-7.387643
-9.288;-7.333965
-9.287;-7.281068
-9.286;-7.228936
-9.285;-7.177553
-9.284;-7.126901
-9.283;-7.076967
-9.282;-7.027735
-9.281;-6.979189
-9.280;-6.931317
-9.279;-6.884104
-9.278;-6.837536
-9.277;-6.791601
-9.276;-6.746286
-9.275;-6.701578
-9.274;-6.657465
-9.273;-6.613936
-9.272;-6.570979
-9.271;-6.528583
-9.270;-6.486736
-9.269;-6.445430
-9.268;-6.404652
-9.267;-6.364393
-9.266;-6.324644
-9.265;-6.285394
-9.264;-6.246635
-9.263;-6.208357
-9.262;-6.170551
-9.261;-6.133209
-9.260;-6.096323
-9.259;-6.059883
-9.258;-6.023883
-9.257;-5.988313
-9.256;-5.953167
-9.255;-5.918438
-9.254;-5.884116
-9.253;-5.850197
-9.252;-5.816672
-9.251;-5.783535
-9.250;-5.750779
-9.249;-5.718397
-9.248;-5.686384
-9.247;-5.654733
-9.246;-5.623438
-9.245;-5.592493
-9.244;-5.561892
-9.243;-5.531630
-9.242;-5.501701
-9.241;-5.472099
-9.240;-5.442820
-9.239;-5.413858
-9.238;-5.385207
-9.237;-5.356864
-9.236;-5.328823
-9.235;-5.301079
-9.234;-5.273627
-9.233;-5.246464
-9.232;-5.219584
-9.231;-5.192984
-9.230;-5.166658
-9.229;-5.140603
-9.228;-5.114815
-9.227;-5.089289
-9.226;-5.064022
-9.225;-5.039009
-9.224;-5.014247
-9.223;-4.989733
-9.222;-4.965461
-9.221;-4.941430
-9.220;-4.917635
-9.219;-4.894073
-9.218;-4.870741
-9.217;-4.847635
-9.216;-4.824752
-9.215;-4.802088
-9.214;-4.779642
-9.213;-4.757408
-9.212;-4.735386
-9.211;-4.713571
-9.210;-4.691961
-9.209;-4.670553
-9.208;-4.649344
-9.207;-4.628331
-9.206;-4.607512
-9.205;-4.586884
-9.204;-4.566444
-9.203;-4.546190
-9.202;-4.526120
-9.201;-4.506231
-9.200;-4.486520
-9.199;-4.466985
-9.198;-4.447624
-9.197;-4.428434
-9.196;-4.409414
-9.195;-4.390561
-9.194;-4.371873
-9.193;-4.353347
-9.192;-4.334982
-9.191;-4.316776
-9.190;-4.298726
-9.189;-4.280831
-9.188;-4.263089
-9.187;-4.245497
-9.186;-4.228054
-9.185;-4.210758
-9.184;-4.193607
-9.183;-4.176599
-9.182;-4.159733
-9.181;-4.143007
-9.180;-4.126418
-9.179;-4.109967
-9.178;-4.093649
-9.177;-4.077465
-9.176;-4.061413
-9.175;-4.045490
-9.174;-4.029696
-9.173;-4.014029
-9.172;-3.998487
-9.171;-3.983069
-9.170;-3.967773
-9.169;-3.952598
-9.168;-3.937543
-9.167;-3.922606
-9.166;-3.907786
-9.165;-3.893081
-9.164;-3.878490
-9.163;-3.864012
-9.162;-3.849646
-9.161;-3.835390
-9.160;-3.821243
-9.159;-3.807203
-9.158;-3.793270
-9.157;-3.779443
-9.156;-3.765720
-9.155;-3.752100
-9.154;-3.738581
-9.153;-3.725164
-9.152;-3.711846
-9.151;-3.698627
-9.150;-3.685505
-9.149;-3.672480
-9.148;-3.659550
-9.147;-3.646714
-9.146;-3.633972
-9.145;-3.621322
-9.144;-3.608763
-9.143;-3.596295
-9.142;-3.583917
-9.141;-3.571626
-9.140;-3.559424
-9.139;-3.547308
-9.138;-3.535277
-9.137;-3.523332
-9.136;-3.511470
-9.135;-3.499692
-9.134;-3.487995
-9.133;-3.476381
-9.132;-3.464846
-9.131;-3.453392
-9.130;-3.442016
-9.129;-3.430719
-9.128;-3.419498
-9.127;-3.408355
-9.126;-3.397287
-9.125;-3.386294
-9.124;-3.375375
-9.123;-3.364530
-9.122;-3.353758
-9.121;-3.343058
-9.120;-3.332429
-9.119;-3.321871
-9.118;-3.311383
-9.117;-3.300964
-9.116;-3.290614
-9.115;-3.280332
-9.114;-3.270117
-9.113;-3.259969
-9.112;-3.249887
-9.111;-3.239870
-9.110;-3.229918
-9.109;-3.220031
-9.108;-3.210206
-9.107;-3.200445
-9.106;-3.190746
-9.105;-3.181109
-9.104;-3.171533
-9.103;-3.162018
-9.102;-3.152562
-9.101;-3.143167
-9.100;-3.133830
-9.099;-3.124552
-9.098;-3.115331
-9.097;-3.106168
-9.096;-3.097062
-9.095;-3.088012
-9.094;-3.079018
-9.093;-3.070079
-9.092;-3.061195
-9.091;-3.052365
-9.090;-3.043589
-9.089;-3.034866
-9.088;-3.026197
-9.087;-3.017579
-9.086;-3.009014
-9.085;-3.000500
-9.084;-2.992037
-9.083;-2.983625
-9.082;-2.975263
-9.081;-2.966951
-9.080;-2.958687
-9.079;-2.950473
-9.078;-2.942307
-9.077;-2.934189
-9.076;-2.926119
-9.075;-2.918096
-9.074;-2.910119
-9.073;-2.902190
-9.072;-2.894306
-9.071;-2.886467
-9.070;-2.878674
-9.069;-2.870926
-9.068;-2.863222
-9.067;-2.855562
-9.066;-2.847946
-9.065;-2.840373
-9.064;-2.832843
-9.063;-2.825356
-9.062;-2.817911
-9.061;-2.810509
-9.060;-2.803147
-9.059;-2.795827
-9.058;-2.788548
-9.057;-2.781309
-9.056;-2.774111
-9.055;-2.766953
-9.054;-2.759834
-9.053;-2.752754
-9.052;-2.745714
-9.051;-2.738712
-9.050;-2.731748
-9.049;-2.724823
-9.048;-2.717935
-9.047;-2.711085
-9.046;-2.704272
-9.045;-2.697495
-9.044;-2.690756
-9.043;-2.684052
-9.042;-2.677385
-9.041;-2.670753
-9.040;-2.664156
-9.039;-2.657595
-9.038;-2.651069
-9.037;-2.644577
-9.036;-2.638120
-9.035;-2.631696
-9.034;-2.625307
-9.033;-2.618951
-9.032;-2.612628
-9.031;-2.606339
-9.030;-2.600082
-9.029;-2.593858
-9.028;-2.587666
-9.027;-2.581506
-9.026;-2.575378
-9.025;-2.569282
-9.024;-2.563217
-9.023;-2.557183
-9.022;-2.551180
-9.021;-2.545207
-9.020;-2.539265
-9.019;-2.533354
-9.018;-2.527472
-9.017;-2.521620
-9.016;-2.515797
-9.015;-2.510004
-9.014;-2.504240
-9.013;-2.498505
-9.012;-2.492799
-9.011;-2.487121
-9.010;-2.481471
-9.009;-2.475850
-9.008;-2.470256
-9.007;-2.464690
-9.006;-2.459152
-9.005;-2.453640
-9.004;-2.448156
-9.003;-2.442699
-9.002;-2.437268
-9.001;-2.431864
-9.000;-2.426487
-8.999;-2.421135
-8.998;-2.415810
-8.997;-2.410510
-8.996;-2.405236
-8.995;-2.399987
-8.994;-2.394763
-8.993;-2.389565
-8.992;-2.384391
-8.991;-2.379242
-8.990;-2.374118
-8.989;-2.369018
-8.988;-2.363943
-8.987;-2.358891
-8.986;-2.353863
-8.985;-2.348859
-8.984;-2.343879
-8.983;-2.338922
-8.982;-2.333988
-8.981;-2.329078
-8.980;-2.324190
-8.979;-2.319325
-8.978;-2.314483
-8.977;-2.309663
-8.976;-2.304865
-8.975;-2.300090
-8.974;-2.295337
-8.973;-2.290605
-8.972;-2.285896
-8.971;-2.281208
-8.970;-2.276541
-8.969;-2.271896
-8.968;-2.267272
-8.967;-2.262669
-8.966;-2.258087
-8.965;-2.253526
-8.964;-2.248985
-8.963;-2.244465
-8.962;-2.239965
-8.961;-2.235485
-8.960;-2.231026
-8.959;-2.226586
-8.958;-2.222167
-8.957;-2.217767
-8.956;-2.213386
-8.955;-2.209025
-8.954;-2.204684
-8.953;-2.200362
-8.952;-2.196058
-8.951;-2.191774
-8.950;-2.187509
-8.949;-2.183262
-8.948;-2.179034
-8.947;-2.174825
-8.946;-2.170634
-8.945;-2.166461
-8.944;-2.162307
-8.943;-2.158170
-8.942;-2.154052
-8.941;-2.149951
-8.940;-2.145868
-8.939;-2.141802
-8.938;-2.137755
-8.937;-2.133724
-8.936;-2.129711
-8.935;-2.125715
-8.934;-2.121736
-8.933;-2.117774
-8.932;-2.113829
-8.931;-2.109901
-8.930;-2.105989
-8.929;-2.102094
-8.928;-2.098216
-8.927;-2.094353
-8.926;-2.090508
-8.925;-2.086678
-8.924;-2.082864
-8.923;-2.079067
-8.922;-2.075285
-8.921;-2.071519
-8.920;-2.067769
-8.919;-2.064034
-8.918;-2.060315
-8.917;-2.056611
-8.916;-2.052923
-8.915;-2.049250
-8.914;-2.045592
-8.913;-2.041949
-8.912;-2.038321
-8.911;-2.034708
-8.910;-2.031110
-8.909;-2.027527
-8.908;-2.023958
-8.907;-2.020404
-8.906;-2.016864
-8.905;-2.013339
-8.904;-2.009828
-8.903;-2.006331
-8.902;-2.002848
-8.901;-1.999380
-8.900;-1.995925
-8.899;-1.992484
-8.898;-1.989057
-8.897;-1.985644
-8.896;-1.982245
-8.895;-1.978859
-8.894;-1.975487
-8.893;-1.972128
-8.892;-1.968782
-8.891;-1.965450
-8.890;-1.962131
-8.889;-1.958825
-8.888;-1.955532
-8.887;-1.952252
-8.886;-1.948985
-8.885;-1.945731
-8.884;-1.942490
-8.883;-1.939262
-8.882;-1.936046
-8.881;-1.932843
-8.880;-1.929652
-8.879;-1.926473
-8.878;-1.923308
-8.877;-1.920154
-8.876;-1.917012
-8.875;-1.913883
-8.874;-1.910766
-8.873;-1.907661
-8.872;-1.904568
-8.871;-1.901487
-8.870;-1.898417
-8.869;-1.895360
-8.868;-1.892314
-8.867;-1.889280
-8.866;-1.886257
-8.865;-1.883246
-8.864;-1.880246
-8.863;-1.877258
-8.862;-1.874281
-8.861;-1.871316
-8.860;-1.868362
-8.859;-1.865419
-8.858;-1.862487
-8.857;-1.859566
-8.856;-1.856656
-8.855;-1.853757
-8.854;-1.850869
-8.853;-1.847991
-8.852;-1.845125
-8.851;-1.842269
-8.850;-1.839424
-8.849;-1.836590
-8.848;-1.833766
-8.847;-1.830952
-8.846;-1.828149
-8.845;-1.825356
-8.844;-1.822574
-8.843;-1.819802
-8.842;-1.817040
-8.841;-1.814289
-8.840;-1.811548
-8.839;-1.808816
-8.838;-1.806095
-8.837;-1.803383
-8.836;-1.800682
-8.835;-1.797990
-8.834;-1.795309
-8.833;-1.792637
-8.832;-1.789975
-8.831;-1.787322
-8.830;-1.784679
-8.829;-1.782046
-8.828;-1.779422
-8.827;-1.776808
-8.826;-1.774203
-8.825;-1.771607
-8.824;-1.769021
-8.823;-1.766444
-8.822;-1.763877
-8.821;-1.761318
-8.820;-1.758769
-8.819;-1.756229
-8.818;-1.753698
-8.817;-1.751176
-8.816;-1.748663
-8.815;-1.746159
-8.814;-1.743664
-8.813;-1.741178
-8.812;-1.738701
-8.811;-1.736232
-8.810;-1.733772
-8.809;-1.731321
-8.808;-1.728878
-8.807;-1.726444
-8.806;-1.724019
-8.805;-1.721602
-8.804;-1.719193
-8.803;-1.716793
-8.802;-1.714402
-8.801;-1.712019
-8.800;-1.709644
-8.799;-1.707277
-8.798;-1.704919
-8.797;-1.702569
-8.796;-1.700227
-8.795;-1.697893
-8.794;-1.695567
-8.793;-1.693249
